Name,Street,City,State,ZIP,ACTState,
SEAGOVILLE-CAMP,2113 NORTH HWY 175,SEAGONVILLE,FEDERAL,75159,TEXAS,
SEASIDE CENTER,237 FRONT STREET,Nome,ALASKA,99762,ALASKA,
SECURE PSYCHIATRIC UNIT,281 NORTH STATE STREET,CONCORD,NEW HAMPSHIRE,3301,NEW HAMPSHIRE,
Secure Transitional Offender Program,1945 S Gettysburg Ave,Dayton,OHIO,45417,OHIO,
SELF HELP MVMT (124),2600 SOUTHAMPTOM RD,PHILADELPHIA,PENNSYLVANIA,19116,PENNSYLVANIA,
SHARON CENTER (305),300 W STATE STREET,SHARON,PENNSYLVANIA,16146,PENNSYLVANIA,
SHAWANGUNK CORRECTIONAL FACILITY,200 QUICK ROAD,WALLKILL,NEW YORK,12589,NEW YORK,
SHAWNEE CORRECTIONAL CENTER,6665 Rt. 146 East,Vienna,ILLINOIS,62995,ILLINOIS,
SHEA FARM HOUSE,60 IRON WORKS ROAD,CONCORD,NEW HAMPSHIRE,3302,NEW HAMPSHIRE,
SHELDON RESIDENTIAL  FACILITY,720 WESTERN AVENUE,SHELDON,IOWA,51201,IOWA,
SHERIDAN CORRECTIONAL CENTER,4017 E. 2603rd Road,Sheridan,ILLINOIS,60551,ILLINOIS,
SHERIDAN FCI,27072 Ballston Road,Sheridan,OREGON,97378,OREGON,
SHERIDAN-CAMP,27072 BALLSTON ROAD,SHERIDAN,OREGON,97378,OREGON,
SHISA - WEST,418 W VIRGINIA STREET,TALLAHASSEE,FLORIDA,32301,FLORIDA,
SHISA EAST,2830 PARK STREET,JACKSONVILLE,FLORIDA,32205,FLORIDA,
SHUTTER CREEK CORRECTIONAL INSTITUTION,95200 SHUTTER'S LANDING LANE,NORTH BEND,OREGON,97459,OREGON,
SIERRA CENTER & WORK RELEASE,48 HOWE STREET #4,NEW HAVEN,CONNECTICUT,6511,CONNECTICUT,
SIERRA CONSERVATION CENTER,5100 O'BYRNES FERRY RD,JAMESTOWN,CALIFORNIA,95327,CALIFORNIA,
SILLIMAN HOUSE,199 RETREAT AVENUE,HARTFORD,CONNECTICUT,6106,CONNECTICUT,
SIMPSON COUNTY COMMUNITY WORK CENTER,714 WOOD ROAD,MAGEE,MISSISSIPPI,39111,MISSISSIPPI,
SING SING CORRECTIONAL FACILITY,354 Hunter Street,Ossining,NEW YORK,10562,NEW YORK,
SIOUX CITY RESIDENTIAL FACILITY,515 WATER STREET,SIOUX CITY,IOWA,51103,IOWA,
SKYLINE CORRECTIONAL CENTER,E US HIGHWAY 50 & EVANS BOULEVARD,CANON CITY,COLORADO,81212,COLORADO,
SKYVIEW PSYCHIATRIC FACILITY,379 FM 2972,Rusk,TEXAS,75785,TEXAS,
SLAYTON WORK CAMP,1 MOUNTAIN SIDE WAY,MT. OLIVE,WEST VIRGINIA,25185,WEST VIRGINIA,
SMITH STATE PRISON,9676 HIGHWAY 301 NORTH,GLENNVILLE,GEORGIA,30427,GEORGIA,
SMITH TRANSITIONAL CENTER,8631 HIGHWAY 301 NORTH,Claxton,GEORGIA,30417,GEORGIA,
SNAKE RIVER CORRECTIONAL INSTITUTION,777 STANTON BLVD,ONTARIO,OREGON,97914,OREGON,
SNAKE RIVER CORRECTIONAL MINIMUM,777 STANTON BLVD,ONTARIO,OREGON,97914,OREGON,
SOUTH BAY CORRECTIONAL FACILITY,600 US HWY 27 S,SOUTH BAY,FLORIDA,33493,FLORIDA,
SOUTH BEND COMMUNITY REENTRY CENTER,2421 S MICHIGAN STREET,SOUTH BEND,INDIANA,46614,INDIANA,
SOUTH BOISE WOMEN'S CORRECTIONAL CENTER,13200 SOUTH PLEASANT VALLEY ROAD,KUNA,IDAHO,83634,IDAHO,
SOUTH CENTRAL CORRECTIONAL CENTER,255 West Highway 32,Licking,MISSOURI,65542,MISSOURI,
SOUTH CENTRAL CORRECTIONAL CENTER,555 FOREST AVENUE,CLIFTON,TENNESSEE,38425,TENNESSEE,
SOUTH DAKOTA STATE PENITENTIARY,1600 NORTH DRIVE,SIOUX FALLS,SOUTH DAKOTA,57117,SOUTH DAKOTA,
SOUTH DAKOTA WOMEN'S PRISON,3200 E HWY 34,PIERRE,SOUTH DAKOTA,57501,SOUTH DAKOTA,
SOUTH FLORIDA RECEPTION CENTER,1400 NW 41TH STREET,DORAL,FLORIDA,33178,FLORIDA,
SOUTH FLORIDA RECEPTION CENTER SOUTH UNIT,13910 NW 41ST STREET,DORAL,FLORIDA,33178,FLORIDA,
SOUTH FORK FOREST CAMP,48300 WILSON RIVER HIGHWAY,TILLAMOOK,OREGON,97141,OREGON,
SOUTH IDAHO CORRECTIONAL INSTITUTION,13900 PLEASANT VALLEY ROAD,KUNA,IDAHO,83634,IDAHO,
SOUTH IDAHO CORRECTIONAL INSTITUTION COMMUNITY WORK CENTER,14195 PLEASANT VALLEY ROAD,KUNA,IDAHO,83634,IDAHO,
SOUTH MIDDLESEX CORRECTIONAL CENTER,135 WESTERN AVE,FRAMINGHAM,MASSACHUSETTS,1701,MASSACHUSETTS,
SOUTH MISSISSIPPI CORRECTIONAL INSTITUTION,22689 HIGHWAY 63,LEAKESVILLE,MISSISSIPPI,39451,MISSISSIPPI,
SOUTH TEXAS ISF,1511 Preston Road,Houston,TEXAS,77002,TEXAS,
SOUTH WOODS STATE PRISON,215 S BURLINGTON ROAD,Bridgeton,NEW JERSEY,8302,NEW JERSEY,
SOUTHEAST ARKANSAS COMMUNITY CORRECTION CENTER,7301 West 13th Ave.,Pine Bluff,ARKANSAS,71602,ARKANSAS,
SOUTHEAST CORRECTIONAL CENTER,300 EAST PEDRO SIMMONS,CHARLESTON,MISSOURI,63834,MISSOURI,
Southeast Missouri Behavioral Health - Aquinas Center,5536 E Highway 32,Farmington,MISSOURI,23640,MISSOURI,
SOUTHEAST STATE WORK CAMP,546 STATE FARM ROAD,WINDSOR,VERMONT,5089,VERMONT,
SOUTHEAST TEXAS TRANSITIONAL CENTER,10950 Old Beaumont Hwy,Houston,TEXAS,77078,TEXAS,
SOUTHEASTERN CORRECTIONAL INSTITUTION,5900 B.I.S. ROAD,LANCASTER,OHIO,43130,OHIO,
Southeastern Tennessee State Regional Correctional Facility,1045 HORSEHEAD ROAD,PIKEVILLE,TENNESSEE,37367,TENNESSEE,
SOUTHERN CORRECTIONAL INSTITUTION,272 GLEN ROAD,TROY,NORTH CAROLINA,27371,NORTH CAROLINA,
SOUTHERN DESERT CORRECTIONAL CENTER,20825 COLD CREEK ROAD,INDIAN SPRINGS,NEVADA,89070,NEVADA,
SOUTHERN ILLINOIS ADULT TRANSITIONAL CENTER,805 W. Freeman,Carbondale,ILLINOIS,62901,ILLINOIS,
SOUTHERN MAINE WOMEN'S RE-ENTRY CENTER,"106 HOGAN ROAD, STE 8",BANGOR,MAINE,4401,MAINE,
SOUTHERN MARYLAND PRE-RELEASE UNIT,14320 OAKS ROAD,CHARLOTTE HALL,MARYLAND,20622,MARYLAND,
SOUTHERN NEW MEXICO CORRECTIONAL FACILITY,1983 JOE R. SILVA BLVD,LAS CRUCES,NEW MEXICO,88004,NEW MEXICO,
SOUTHERN NEW MEXICO CORRECTIONAL FACILITY LEVEL II,1983 Joe R. Silva Boulevard,Las Cruces,NEW MEXICO,88004,NEW MEXICO,
SOUTHERN OHIO CORRECTIONAL FACILITY,1724 ST. RT. 728,LUCASVILLE,OHIO,45699,OHIO,
SOUTHERN STATE CORRECTIONAL FACILITY,4295 Route 47,Delmont,NEW JERSEY,8314,NEW JERSEY,
SOUTHERN STATE CORRECTIONAL FACILITY,700 CHARLESTON ROAD,SPRINGFIELD,VERMONT,5156,VERMONT,
SOUTHHAMPTON MEN'S DETENTION CENTER,14380 Terrapin Drive,Capron,VIRGINIA,23829,VIRGINIA,
SOUTHPORT CORRECTIONAL FACILITY,236 BOB MASIA DRIVE,PINE CITY,NEW YORK,14871,NEW YORK,
SOUTHWEST ARKANSAS COMMUNITY CORRECTION CENTER,506 Walnut Street,Texarkana,ARKANSAS,71854,ARKANSAS,
SOUTHWESTERN ILLINOIS CORR CENTER,950 KINGSHIGHWAY STREET,Caller Serv. 50 EAST ST. LOUIS,ILLINOIS,62203,ILLINOIS,
SOUTHWESTERN ILLINOIS WORK CAMP,950 KINGSHIGHWAY STREET,EAST ST. LOUIS,ILLINOIS,62203,ILLINOIS,
SOUZA BARANOWSKI CORRECTIONAL CENTER,Harvard Road,Shirley,MASSACHUSETTS,1464,MASSACHUSETTS,
SPALDING COUNTY PRISON,295 JUSTICE BOULEVARD,GRIFFIN,GEORGIA,30224,GEORGIA,
SPECIAL ALTERNATIVE INCARCERATION FACILITY,18901 WATERLOO ROAD,CHELSEA,MICHIGAN,48118,MICHIGAN,
Special Housing Adjustment Residential Program,55 E. Glenwood Avenue,Akron,OHIO,44304,OHIO,
SPECIAL TREATMENT UNIT,1491 RAHWAY AVENUE,AVENEL,NEW JERSEY,7001,NEW JERSEY,
"SPECTRUM PROGRAMS, INC",101 NW 59TH STREET,MIAMI,FLORIDA,33127,FLORIDA,
Spectrum Women and Children Program,153 Oak Street,Westboro,MASSACHUSETTS,1581,MASSACHUSETTS,
SPRING CREEK CORRECTIONAL CENTER,MILE 5 NASH ROAD,Seward,ALASKA,99664,ALASKA,
SPRINGER CORRECTIONAL CENTER,201 HIGHWAY 468,SPRINGER,NEW MEXICO,87747,NEW MEXICO,
SPRINGFIELD USMCFP,1900 W. SUNSHINE ST,SPRINGFIELD,MISSOURI,65807,MISSOURI,
ST. ANTHONY WORK CAMP,125 N 8TH STREET WEST,ST. ANTHONY,IDAHO,83445,IDAHO,
ST. BRIDES CORRECTIONAL CENTER,701 SANDERSON ROAD,CHESAPEAKE,VIRGINIA,23328,VIRGINIA,
ST. CLAIR CORRECTIONAL FACILITY,1000 ST. CLAIR ROAD,SPRINGVILLE,ALABAMA,35146,ALABAMA,
ST. CROIX CORRECTIONAL CENTER,1859 NORTH 4TH STREET,NEW RICHMOND,WISCONSIN,54017,WISCONSIN,
ST. LOUIS CORRECTIONAL FACILITY,8585 NORTH CROSWELL ROAD,ST. LOUIS,MICHIGAN,48880,MICHIGAN,
ST. MARY'S CORRECTIONAL CENTER,2880 N PLEASANTS HIGHWAY,ST. MARYS,WEST VIRGINIA,26170,WEST VIRGINIA,
ST. PETERSBURG WORK RELEASE CENTER,4237 8TH AVE.SOUTH,ST.PETERSBURG,FLORIDA,33711,FLORIDA,
ST. TAMMANY CONTRACT TWP,141 PRODUCTION DR,SLIDELL,LOUISIANA,70459,LOUISIANA,
ST. TAMMANY INHOUSE TWP,141 PRODUCTION DR,SLIDELL,LOUISIANA,70459,LOUISIANA,
ST. TAMMANY NORTHSHORE TWP,141 PRODUCTION DR,SLIDELL,LOUISIANA,70459,LOUISIANA,
ST. TAMMANY TWP TRUSTEES FOR ST. TAMMANY SO,1101 CHAMPAGNE STREET,SLIDELL,LOUISIANA,70459,LOUISIANA,
STAFFORD CREEK CORRECTIONAL CENTER,191 CONSTANTINE WAY,Aberdeen,WASHINGTON,98520,WASHINGTON,
STAFFORD MEN'S DIVERSON CENTER,384 Eskimo Road,Stafford,VIRGINIA,22554,VIRGINIA,
STANLEY CORRECTIONAL INSTITUTION,100 CORRECTIONS DRIVE,STANLEY,WISCONSIN,54768,WISCONSIN,
STATE  POLICE INMATE BARRACKS,1400 W. IRENE ROAD,ZACHARY,LOUISIANA,70791,LOUISIANA,
STATEVILLE CORRECTIONAL CENTER,16830 South Rt. 53,JOILET,ILLINOIS,60434,ILLINOIS,
STATON CORRECTIONAL FACILITY,2690 MARION SPILLWAY ROAD,ELMORE,ALABAMA,36025,ALABAMA,
STEIN HOUSE,140 SERGEANT STREET,HARTFORD,CONNECTICUT,6105,CONNECTICUT,
STERLING CORRECTIONAL FACILITY,12101 HIGHWAY 61,STERLING,COLORADO,80751,COLORADO,
STEVENSON CORRECTIONAL INSTITUTION,4546 BROAD RIVER ROAD,COLUMBIA,SOUTH CAROLINA,29210,SOUTH CAROLINA,
STEWART CONSERVATION CAMP,1721 E SNYDER AVE,CARSON CITY,NEVADA,89702,NEVADA,
STONE COUNTY CORRECTIONAL FACILITY,1420 INDUSTRIAL PARK ROAD,WIGGINS,MISSISSIPPI,39577,MISSISSIPPI,
STURTEVANT TRANSITIONAL FACILITY,9351 RAYNE ROAD,STURTEVANT,WISCONSIN,53177,WISCONSIN,
SUGAR PINE CONSERVATION CAMP,15905 SUGAR PINE CAMP RD,BELLA VISTA,CALIFORNIA,96008,CALIFORNIA,
SULLIVAN CORRECTIONAL FACILITY,325 RIVERSIDE DRIVE,FALLSBURG,NEW YORK,12733,NEW YORK,
SUMTER B.T.U.,9544 COUNTY ROAD 476B,BUSHNELL,FLORIDA,33513,FLORIDA,
SUMTER CORRECTIONAL INSTITUTION,9544 COUNTRY RD 476B,BUSHNELL,FLORIDA,33513,FLORIDA,
SUMTER COUNTY PRISON,346 MCMATH MILL ROAD,AMERICUS,GEORGIA,31709,GEORGIA,
SUMTER WORK CAMP,9544 COUNTY ROAD 476B,BUSHNELL,FLORIDA,33513,FLORIDA,
SUNCOAST WORK RELEASE CENTER,10596 GRANDY BOULEVARD,ST. PETERSBURG,FLORIDA,33702,FLORIDA,
SUSSEX BOOT CAMP,23203 DuPont Blvd,Georgetown,DELAWARE,19947,DELAWARE,
SUSSEX CORRECTIONAL INSTITUTION,23203 DuPont Blvd,Georgetown,DELAWARE,19947,DELAWARE,
SUSSEX I STATE PRISON,24414 Mussel White Drive,Waverly,VIRGINIA,23891,VIRGINIA,
SUSSEX II STATE PRISON,24427 MUSSELWHITE DRIVE,WAVERLY,VIRGINIA,23891,VIRGINIA,
SUSSEX VIOLATION OF PROBATION CENTER,23207 DUPONT BLVD.,GEORGETOWN,DELAWARE,19947,DELAWARE,
SUSSEX WORK RELEASE CENTER,23207 DuPont Blvd,Georgetown,DELAWARE,19947,DELAWARE,
SUWANNEE ANNEX,5964 U.S. HIGHWAY 90,LIVE OAK,FLORIDA,32060,FLORIDA,
SUWANNEE CORRECTIONAL INSTITUTION,5964 U.S. HIGHWAY 90,LIVE OAK,FLORIDA,32060,FLORIDA,
SUWANNEE WORK CAMP,5964 U.S. HIGHWAY 90,LIVE OAK,FLORIDA,32060,FLORIDA,
SWANNANOA CORRECTIONAL CENTER FOR WOMEN,55 LAKE EDEN ROAD,BLACK MOUNTAIN,NORTH CAROLINA,28711,NORTH CAROLINA,
SWMCC WORK RELEASE,66 W 12TH ST,DICKINSON,NORTH DAKOTA,58601,NORTH DAKOTA,
SYRACUSE PAVILLION,701 ERIE BLVD EAST,SYRACUSE,NEW YORK,13210,NEW YORK,
T. J. MAHONEY & ASSOCIATES - HALFWAY HOUSE,524 KAAAHI STREET,HONOLULU,HAWAII,96817,HAWAII,
T.L. ROACH UNIT,15845 FM 164,Childress,TEXAS,79201,TEXAS,
TABOR CORRECTIONAL INSTITUTION,4600 SWAMP FOX HWY WEST,TABOR CITY,NORTH CAROLINA,28463,NORTH CAROLINA,
Tacoma Progress House,1119 S Altheimer St,Tacoma,WASHINGTON,98405,WASHINGTON,
Tacoma Residential Reentry Center - Pioneer Human Services,922 South J Street,Tacoma,WASHINGTON,98405,WASHINGTON,
TACONIC CORRECTIONAL  FACILITY,250 Harris Road,Bedford Hills,NEW YORK,10507,NEW YORK,
TAFT - CAMP,1500 CADET ROAD,TAFT,CALIFORNIA,93268,CALIFORNIA,
TAFT CI,1500 CADET ROAD,TAFT,CALIFORNIA,93268,CALIFORNIA,
TALBERT HOUSE PATHWAYS FOR WOMEN,1616 HARRISON AVE,CINCINNATI,OHIO,45214,OHIO,
TALBERT HOUSE SERENITY HALL,439 SOUTH SECOND STREET,HAMILTON,OHIO,45011,OHIO,
Talbert House- Cornerstone,2216 Vine St.,Cincinnati,OHIO,45219,OHIO,
Talbert House- Spring Grove Center,3129 Spring Groove Ave,Cincinnati,OHIO,45225,OHIO,
TALBOT HALL (EHCA),100-140 LINCOLN HWY,Kearny,NEW JERSEY,7032,NEW JERSEY,
TALLADEGA - CAMP,565 EAST RENFROE ROAD,TALLADEGA,FEDERAL,35160,ALABAMA,
TALLADEGA FCI,565 EAST RENFROE ROAD,TALLADEGA,FEDERAL,35160,ALABAMA,
Tallahassee FCI,"501 CAPITAL CIRCLE, NE",TALLAHASSEE,FEDERAL,32301,FLORIDA,
TALLAHASSEE WORK RELEASE,2616A SPRINGHILL ROAD,TALLAHASSEE,FEDERAL,32310,FLORIDA,
Tallahatchie County Correctional Facility - CCA,415 US Highway 49 North,Tutwiler,MISSISSIPPI,38963,MISSISSIPPI,
TAMMS CORRECTIONAL CENTER,8500 SUPERMAX ROAD,TAMMS,ILLINOIS,62988,ILLINOIS,
TAMMS MIMIMUM SECURITY UNIT,8500 Supermax Rd,Tamms,ILLINOIS,62988,ILLINOIS,
TARPON SPRINGS WORK RELEASE CENTER,566 BRADY ROAD,TARPON SPRINGS,FLORIDA,34689,FLORIDA,
TAYCHEEDAH CORRECTIONAL INSTITUTION,751 COUNTY ROAD K,FOND DU LAC,WISCONSIN,54936,WISCONSIN,
TAYLOR ANNEX,TAYLOR C.I.-ANNEX,PERRY,FLORIDA,32348,FLORIDA,
TAYLOR CORRECTIONAL INSTITUTION,TAYLOR C.I.-MAIN UNIT,PERRY,FLORIDA,33248,FLORIDA,
Taylor Street Center & CDC - GEO Group,111 Taylor Street,San Francisco,CALIFORNIA,94102,CALIFORNIA,
TAYLOR WORK CAMP,8501 HAMPTON SPRINGS ROAD,PERRY,FLORIDA,32348,FLORIDA,
TAYLORVILLE CORRECTIONAL CENTER,"Rt. 29 South,",Taylorville,ILLINOIS,62568,ILLINOIS,
TECUMSEH STATE CORRECTIONAL INSTITUTION,2725 N Highway 50,Tecumseh,NEBRASKA,68450,NEBRASKA,
TELFAIR STATE PRISON,210 LONGBRIDGE ROAD,HELENA,GEORGIA,31037,GEORGIA,
TENNESSEE PRISON FOR WOMEN,3881 STEWARTS LANE,NASHVILLE,TENNESSEE,37243,TENNESSEE,
Terminal Island FCI,1299 SEASIDE AVENUE,SAN PEDRO,FEDERAL,90731,CALIFORNIA,
TERRE HAUTE - CAMP,4200 BUREAU ROAD NORTH,TERRE HAUTE,FEDERAL,47808,INDIANA,
TERRE HAUTE FCI,4200 BUREAU ROAD NORTH,TERRE HAUTE,FEDERAL,47808,INDIANA,
TERRE HAUTE USP,4700 BUREAU ROAD SOUTH,TERRE HAUTE,FEDERAL,47802,INDIANA,
TERRELL COUNTY PRISON,3110 ALBANY HIGHWAY,DAWSON,GEORGIA,39842,GEORGIA,
TEXARKANA FCI,4001 LEOPARD DRIVE,TEXARKANA,TEXAS,75501,TEXAS,
TEXARKANA REGIONAL CORRECTIONAL CENTER,305 EAST 5TH STREET,TEXARKANA,ARKANSAS,71854,ARKANSAS,
TEXARKANA-CAMP,4001 LEAPARD DRIVE,TEXARKANA,TEXAS,75501,TEXAS,
The H Group - Marion Street Campus,1307 W Main St.,Marion,ILLINOIS,62959,ILLINOIS,
THE HARBOR (EHCA),300 Frelinghuysen Avenue,Newark,NEW JERSEY,7114,NEW JERSEY,
THE HAVEN,3630 W. PRINCETON CIR.,DENVER,COLORADO,80236,COLORADO,
THE NEXT DOOR,101 MOCCASSIN BEND BLVD,CHATTANOOGA,TENNESSEE,37405,TENNESSEE,
The Salvation Army Residential Reentry Center,800 McCallie Avenue,Chattanooga,TENNESSEE,37403,TENNESSEE,
THERAPEUTIC COMMUNITY OF SOUTHERN CO,509 E. 13TH STREET,PUEBLO,COLORADO,81001,COLORADO,
THOMAS COUNTY PRISON,324 COUNTY FARM ROAD,THOMASVILLE,GEORGIA,31757,GEORGIA,
THOMAS GOREE UNIT,7405 Hwy 75 South,Huntsville,TEXAS,77344,TEXAS,
THOMAS R. HAVINS PRE-RELEASE FACILITY,500 FM 45 East,Brownwood,TEXAS,76801,TEXAS,
THOMPSON CORRECTIONAL CENTER,434 STATE FARM ROAD,DEERFIELD,WISCONSIN,53531,WISCONSIN,
THREE LAKES VALLEY CONSERVATION CAMP,20825 COLD CREEK ROAD,INDIAN SPRINGS,NEVADA,89070,NEVADA,
THREE LAKES VALLY BOOT CAMP,20825 COLD CREEK ROAD,INDIAN SPRINGS,NEVADA,89070,NEVADA,
THREE RIVERS FCI,US HIGHWAY 72 WEST,THREE RIVERS,TEXAS,78071,TEXAS,
THREE RIVERS-CAMP,US HIGHWAY 72 WEST,THREE RIVERS,TEXAS,78071,TEXAS,
"THRESHOLD, INC",1702 ST. PAUL STREET,BALTIMORE,MARYLAND,21202,MARYLAND,
THUMB CORRECTIONAL FACILITY,3225 JOHN CONLEY DRIVE,LAPEER,MICHIGAN,48446,MICHIGAN,
TILLERY CORRECTIONAL CENTER,1984 CALEDONIA DRIVE STATE ROAD 1141,TILLERY,NORTH CAROLINA,27887,NORTH CAROLINA,
TIME TO CHANGE - ADAMS,1450 E62ND AVE,DENVER,COLORADO,80216,COLORADO,
TIME TO CHANGE COMMERCE CITY,4901 KRAMERIA ST,COMMERCE CITY,COLORADO,80022,COLORADO,
TIPTON CORRECTIONAL  CENTER,619 North Osage Avenue,Tipton,MISSOURI,65081,MISSOURI,
TOLEDO CORRECTIONAL INSTITUTION,2001 EAST CENTRAL AVENUE,TOLEDO,OHIO,43608,OHIO,
TOMOKA CORRECTIONAL INSTITUTION,3950 TIGER BAY ROAD,DAYTONA BEACH,FLORIDA,32124,FLORIDA,
TOMOKA CORRECTIONAL INSTITUTION WORK CAMP,3950 TIGER BAY ROAD,DAYTONA BEACH,FLORIDA,32124,FLORIDA,
TOMPKINS REHAB & CORRECTIONS CENTER,2504 CIRCLE DRIVE,JAMESTOWN,NORTH DAKOTA,58401,NORTH DAKOTA,
TONOPAH CONSERVATION CAMP,100 CONVERSATION ROAD,TONOPAH,NEVADA,89049,NEVADA,
TOOLEY HALL,4280 KEARNEY STREET,DENVER,COLORADO,80216,COLORADO,
TOPEKA CORRECTIONAL FACILITY,815 SE RICE ROAD,TOPEKA,KANSAS,66607,KANSAS,
TRANSITION HOUSE INC. KISS,900 EAST VINE STREET,KISSIMMEE,FLORIDA,34744,FLORIDA,
TRANSITIONAL LIVING CTR (209),900 W. THIRD ST,WILLIAMSPORT,PENNSYLVANIA,17701,PENNSYLVANIA,
"TRANSITIONS, INC - ASHLAND",465 29TH STREET,ASHLAND,KENTUCKY,41101,KENTUCKY,
"TRANSITIONS, INC - TWO RIVERS",423 GREENUP STREET,COVINGTON,KENTUCKY,41011,KENTUCKY,
"TRANSITIONS, INC - YORK STREET",601 YORK STREET,NEWPORT,KENTUCKY,41071,KENTUCKY,
TRAVIS COUNTY STATE JAIL,8101 FM 969,Austin,TEXAS,78724,TEXAS,
TREASURE STATE CORRECTIONAL TRAINING CENTER,1100 CONLEY LAKE ROAD,DEER LODGE,MONTANA,59722,MONTANA,
TREATMENT ASSOCIATES,107 Cozzi Circle,Victoria,TEXAS,77901,TEXAS,
TRENTON CORRECTIONAL INSTITUTION,84 GREENHOUSE ROAD,TRENTON,SOUTH CAROLINA,29847,SOUTH CAROLINA,
TREUTLEN PROBATION DENTENTION CENTER,401 CASCADE CIRCLE,SOPERTON,GEORGIA,30457,GEORGIA,
TRI CITIES WORK RELEASE,524 E Bruneau,Kennewick,WASHINGTON,99336,WASHINGTON,
TRIANGLE CENTER MINT PORGRAMS,120 NORTH 11TH STREET,SPRINGFIELD,ILLINOIS,62703,ILLINOIS,
TRINIDAD CORRECTIONAL FACILITY,21000 HIGHWAY 350 EAST,TRINIDAD,COLORADO,81059,COLORADO,
TRINITY RIVER CONSERVATION CAMP,3325 PETTIJOHN RD,LEWISTON,CALIFORNIA,96052,CALIFORNIA,
TROUP COUNTY PRISON,2508 HAMILTON ROAD,LAGRANGE,GEORGIA,30240,GEORGIA,
Troy House,1101 North Mangum Street,Durham,NORTH CAROLINA,27701,NORTH CAROLINA,
TRUMBULL CORRECTIONAL INSTITUTION,5701 BURNETT ROAD,LEAVITTSBURG,OHIO,44430,OHIO,
TUCKER UNIT,2400 STATE FARM ROAD,TUCKER,ARKANSAS,72168,ARKANSAS,
TUCSON FCI,8901 S. WILMOT ROAD,TUCSON,ARIZONA,85706,ARIZONA,
TUCSON USP,9300 SOUTH WILMOT ROAD,TUCSON,ARIZONA,85706,ARIZONA,
TUCSON USP - CAMP,8901 S. WILMOT ROAD,TUCSON,ARIZONA,85706,ARIZONA,
TULIA TRANSFER FACILITY,4000 HWY 86 W,Tulia,TEXAS,79088,TEXAS,
TULLY HOUSE (ECHA),28 PEERLESS PLACE,Newark,NEW JERSEY,7114,NEW JERSEY,
TUNDRA CENTER,680 RIDGECREST DRIVE,Bethel,ALASKA,99559,ALASKA,
TURBEVILLE CORRECTIONAL FACILITY,1578 Clarence Coker Hwy,Tuberville,SOUTH CAROLINA,29162,SOUTH CAROLINA,
TURLEY CORRECTIONAL CENTER,6101 N CINCINNATI AVENUE,TULSA,OKLAHOMA,74126,OKLAHOMA,
TURNER PRE-RELEASE CENTER,514 SOUTH RAILROAD AVENUE,SYCAMORE,GEORGIA,31790,GEORGIA,
TURNEY CENTER INDUSTRIAL COMPLEX,1499 R.W. MOORE MEMORIAL HIGHWAY,ONLY,TENNESSEE,37140,TENNESSEE,
TURNEY CENTER INDUSTRIAL COMPLEX - ANNEX,245 CARROLL ROAD,CLIFTON,TENNESSEE,38425,TENNESSEE,
Tutwiler Annex,8950 U S Highway 231 North,Wetumpka,ALABAMA,36092,ALABAMA,
TUTWILER PRISON FOR WOMEN,8966 US HIGHWAY 231 NORTH,WETUMPKA,ALABAMA,36092,ALABAMA,
TWO RIVERS CORRECTIONAL INSTITUTION,82911 BEACH ACCESS ROAD,UMATILLA,OREGON,97882,OREGON,
TWO RIVERS CORRECTIONAL MINIMUM,82911 BEACH ACCESS ROAD,UMATILLA,OREGON,97882,OREGON,
TYGER RIVER CORRECTIONAL INSTITUTION,100-200 PRISON ROAD,ENOREE,SOUTH CAROLINA,29355,SOUTH CAROLINA,
TYRRELL PRISON WORK FARM,620 SNELL ROAD,COLUMBIA,NORTH CAROLINA,27925,NORTH CAROLINA,
ULSTER CORRECTIONAL FACILITY,750 BERME ROAD,NAPANOCH,NEW YORK,12458,NEW YORK,
UNION CITY COMMUNITY CENTER,700 N STATE HWY 81,UNION CITY,OKLAHOMA,73090,OKLAHOMA,
UNION CORRECTIONAL INSTITUTION,7819 NW 228TH STREET,RAIFORD,FLORIDA,32026,FLORIDA,
UPSTATE CORRECTIONAL FACILITY,309 BARE HILL ROAD,MALONE,NEW YORK,12953,NEW YORK,
VALDOSTA ANNEX,3259 VALTECH ROAD,VALDOSTA,GEORGIA,31603,GEORGIA,
VALDOSTA STATE PRISON,3259 VALTECH ROAD,VALDOSTA,GEORGIA,31603,GEORGIA,
VALDOSTA TRANSITIONAL CENTER,363 GIL HARBIN INDUSTRIAL BOULEVARD,VALDOSTA,GEORGIA,31601,GEORGIA,
VALLECITO CONSERVATION CAMP,3225 SIX MILE ROAD,ANGELS CAMP,CALIFORNIA,95222,CALIFORNIA,
VALLEY STATE PRISON FOR WOMEN,21633 AVENUE 24,CHOWCHILLA,CALIFORNIA,93610,CALIFORNIA,
VALLEY VIEW CONSERVATION CAMP,3339 COUNTY ROAD 307,ELK CREEK,CALIFORNIA,95939,CALIFORNIA,
VANDALIA CORRECTIONAL CENTER,Rt. 51 North,Vandalia,ILLINOIS,62471,ILLINOIS,
VANDALIA WORK CAMP,Rt. 51 North,Vandalia,ILLINOIS,62471,ILLINOIS,
VARNER SUPERMAX UNIT,320 HIGHWAY 388 EAST,GOULD,ARKANSAS,71643,ARKANSAS,
VARNER UNIT,320 HIGHWAY 388 EAST,GOULD,ARKANSAS,71643,ARKANSAS,
